Northing,Easting,Depth (ft),Formation,Pore pressure,Fracture pressure,Mud pressure (psi),Hole size (in),METERAGE,DRLTIME,WOB,Pump flow rate,Pump pressure,MFVIS,RETSOLID,FAN600,FAN300,MIN10GEL,RPM,MUDLOSSU
1904100,1025650,1588,9,1429.2,1746.8,1534.008,12.25,4,9,17.5,460,2680,52,40,120,70,5,85,0
1936056,1006641,1588,7,1429.2,1746.8,1753.152,12.25,2,1,15,500,1300,64,61,211,121,4,75,124
1887285,1045213,2572,1,1113.676,1748.96,1721.4396,17.5,21,8.5,27.5,850,2800,38,24,42,26,3,180,190
1910007,1024955,2501,13,1162.965,1750.7,1432.3227,17.5,32,23,35,800,2825,39,18,46,30,8,190,0
1911340,1016947,1592,8,1432.8,1751.2,1592.796,12.25,72,21,20,600,2175,54,43,120,68,2,180,72
1891823,1039898,2504,13,1164.36,1752.8,1554.984,17.5,22,21,27.5,900,2810,44,23,52,33,5,180,0
1897139,1036391,2505,13,1164.825,1753.5,1763.019,17.5,21,20.5,32.5,780,2800,52,25,70,40,5,180,360
1887965,1044892,2580,1,1117.14,1754.4,1726.794,17.5,30,21,20,860,2790,45,31,57,33,5,180,75
1906000,1029100,2507,13,1165.755,1754.9,1418.4606,17.5,30,17,22.5,950,2450,40,0,32,21,8,140,0
1904100,1025650,1597,9,1437.3,1756.7,1542.702,12.25,9,12,17.5,460,2680,53,40,130,75,6,85,0
1894441,1038408,2512,13,1168.08,1758.4,1629.2832,17.5,45,23,20,850,2800,39,22,36,24,4,180,0
1893815,1040244,2514,13,1169.01,1759.8,1353.0348,17.5,127,22,27.5,870,2425,34,15,28,22,7,175,440
1936056,1006641,1600,7,1440,1760,1755.36,12.25,12,11,20,500,1675,64,61,263,146,4,150,180
1898014,1035395,2518,13,1170.87,1762.6,1702.6716,17.5,94,23,37.5,860,2775,40,25,63,39,6,180,0
1915773,1015021,2384,2,870.16,1764.16,1159.6968,12.25,20.5,17,15,500,1500,35,7,13,9,1,40,0
1901265,1032792,2521,13,1172.265,1764.7,1704.7002,17.5,38,23,30,860,2600,40,23,49,28,3,180,60
1914180,1020592,2525,13,1174.125,1767.5,1341.5325,17.5,57,19,22.5,930,2800,37,10,30,23,10,180,192
1910007,1024955,2530,13,1176.45,1771,1448.931,17.5,29,24,35,800,2825,40,18,42,27,8,190,0
1898058,1036646,2530,13,1176.45,1771,1693.329,17.5,69,22,22.5,870,2775,41,23,43,26,5,180,16
1910415,1017902,1610,8,1449,1771,1610.805,12.25,84,24,20,580,2200,62,45,137,80,3,90,220
1891966,1041428,2532,13,1177.38,1772.4,1589.8428,17.5,96,21,27.5,900,2750,41,23,44,26,5,180,0
1894441,1038408,2534,13,1178.31,1773.8,1643.5524,17.5,22,23,17.5,830,2825,39,23,70,42,4,180,0
1891823,1039898,2535,13,1178.775,1774.5,1609.218,17.5,31,24,27.5,870,2810,43,24,56,34,5,180,0
1933305,1007091,2278,10,1059.27,1776.84,1398.9198,12.25,115,24,11.5,700,1580,43,23,44,28,3,175,0
1887146,1046045,2614,1,1131.862,1777.52,1587.2208,17.5,55,18,17.5,850,2800,42,21,35,22,8,175,0
1887285,1045213,2615,1,1132.295,1778.2,1768.263,17.5,43,21,27.5,850,2840,43,24,63,37,5,180,180
1906000,1029100,2543,13,1182.495,1780.1,1473.9228,17.5,36,21,20,950,2525,39,0,29,19,8,145,50
1891823,1039898,2544,13,1182.96,1780.8,1614.9312,17.5,9,7,27.5,870,2810,43,24,54,34,5,180,50
1920957,1012336,2410,2,879.65,1783.4,1205.6025,12.25,15,18,12.5,580,700,35,8,22,15,5,65,0
1933305,1007091,2287,10,1063.455,1783.86,1404.4467,12.25,9,8,9,700,1520,43,24,39,25,2,180,0
1893815,1040244,2549,13,1185.285,1784.3,1442.2242,17.5,35,8,27.5,870,2425,35,18,27,20,5,175,300
1915773,1015021,2412,2,880.38,1784.88,1173.3174,12.25,28,10,15,500,1500,35,7,14,9,1,65,0
1897145,1037320,2550,13,1185.75,1785,1495.575,17.5,68,15,27.5,950,2475,36,19,38,26,9,180,312
1933305,1007091,2289,10,1064.385,1785.42,1389.8808,17.5,2,2,30,700,2510,43,24,40,25,2,145,0
1914180,1020592,2551,13,1186.215,1785.7,1390.5501,17.5,26,13,10,900,2800,37,12,32,24,10,180,46
1893400,1039902,2554,13,1187.61,1787.8,1409.808,17.5,97,22,17.5,950,1325,36,13,28,21,5,180,560
1891823,1039898,2556,13,1188.54,1789.2,1728.3672,17.5,12,10,27.5,830,2875,44,24,66,39,5,180,0
1915773,1015021,2419,2,882.935,1790.06,1176.72255,12.25,7,3,15,540,800,35,7,13,9,1,65,0
1900266,1034376,2560,13,1190.4,1792,1554.432,17.5,50,22,30,880,2825,38,22,35,21,4,180,0
1897139,1036391,2560,13,1190.4,1792,1801.728,17.5,55,23,32.5,780,2800,50,25,75,43,4,180,240
1910007,1024955,2563,13,1191.795,1794.1,1467.8301,17.5,33,24,35,800,2825,40,18,40,26,8,190,0
1906000,1029100,2564,13,1192.26,1794.8,1521.4776,17.5,21,14,20,950,2575,39,0,40,25,8,170,0
1899352,1035235,2564,13,1192.26,1794.8,1592.244,17.5,30,22,35,850,2825,39,23,37,25,13,175,0
1920957,1012336,2426,2,885.49,1795.24,1230.3459,12.25,16,6,12.5,580,700,33,10,14,10,6,65,0
1887285,1045213,2642,1,1143.986,1796.56,1786.5204,17.5,27,13,27.5,820,2865,44,24,64,38,7,180,230
1890803,1042438,2571,13,1195.515,1799.7,1490.1516,17.5,70,24,20,950,2375,39,18,25,18,6,180,100
1892983,1040809,2572,13,1195.98,1800.4,1437.4908,17.5,81,24,30,950,2620,40,18,41,26,15,180,0
1915773,1015021,2434,2,888.41,1801.16,1184.0193,12.25,15,7,15,540,1000,34,7,11,7,1,65,0
1920957,1012336,2438,2,889.87,1804.12,1261.665,12.25,12,3,12.5,500,1200,55,19,76,43,7,145,0
1901265,1032792,2579,13,1199.235,1805.3,1743.9198,17.5,58,24,30,860,2610,40,23,50,29,3,180,60
1910007,1024955,2582,13,1200.63,1807.4,1496.5272,17.5,19,15,35,800,2825,40,18,39,25,8,190,0
1914180,1020592,2583,13,1201.095,1808.1,1425.816,17.5,32,15,10,900,2800,37,16,32,22,5,180,0
1906000,1029100,2586,13,1202.49,1810.2,1570.2192,17.5,22,15,22.5,950,2600,46,0,38,24,7,170,0
1900266,1034376,2586,13,1202.49,1810.2,1570.2192,17.5,26,19,30,850,2825,38,22,42,26,3,180,0
1932633,1009220,1646,8,1481.4,1810.6,1680.8952,12.25,115,22,30,620,1400,58,48,166,94,5,100,160
1891823,1039898,2589,13,1203.885,1812.3,1750.6818,17.5,33,23,27.5,820,2900,48,24,62,37,5,180,0
1891966,1041428,2592,13,1205.28,1814.4,1627.5168,17.5,60,15,27.5,900,2850,42,24,49,29,6,180,0
1898014,1035395,2592,13,1205.28,1814.4,1788.48,17.5,74,23,30,830,2825,43,26,66,41,5,180,60
1891966,1041428,2592.5,13,1205.5125,1814.75,1645.719,17.5,0.5,0.5,27.5,900,2850,42,24,51,30,6,180,0
1899352,1035235,2593,13,1205.745,1815.1,1663.9281,17.5,29,21,42.5,800,2825,40,24,40,26,13,180,0
1891596,1042164,2594,13,1206.21,1815.8,1467.6852,17.5,108,23,25,960,2750,40,18,34,24,9,185,0
1897071,1038001,2594,13,1206.21,1815.8,2058.339,8.5,27,24,22.5,400,1825,46,32,96,54,3,135,30
1906000,1029100,2595,13,1206.675,1816.5,1575.684,17.5,9,7,22.5,910,2675,45,0,61,36,5,170,0
1911340,1016947,1652,8,1486.8,1817.2,1687.0224,12.25,60,21,15,550,2175,67,47,154,84,2,180,64
1928249,1011699,2330,10,1083.45,1817.4,1527.315,17.5,28,24,27.5,800,2650,44,23,48,32,8,200,0
1936056,1006641,1653,7,1487.7,1818.3,1813.5063,12.25,53,20,20,500,1925,65,61,270,150,5,190,185
1910007,1024955,2598,13,1208.07,1818.6,1523.727,17.5,16,16,35,800,2825,42,19,35,23,8,190,0
1906000,1029100,2600,13,1209,1820,1794,17.5,5,4,25,800,2725,47,0,61,36,6,125,90
1927084,1012494,2335,10,1085.775,1821.3,1417.812,17.5,32,11,27.5,900,2100,36,18,29,18,6,170,0
1887965,1044892,2605,13,1211.325,1823.5,1779.4755,17.5,25,18,20,830,2700,45,29,58,33,4,180,120
1904100,1025650,1660,9,1494,1826,1637.922,12.25,63,15,20,560,1350,52,42,122,69,4,125,0
1899352,1035235,2609,13,1213.185,1826.3,1746.2037,17.5,16,18,50,840,2825,43,26,40,28,15,180,40
1906000,1029100,2611,13,1214.115,1827.7,1873.6536,17.5,11,11,22.5,820,2800,47,0,77,45,4,140,60
1914180,1020592,2614,13,1215.51,1829.8,1442.928,17.5,31,22,10,900,2800,36,16,31,22,6,180,0
1928249,1011699,2346,10,1090.89,1829.88,1570.1778,17.5,16,19,27.5,780,2675,45,26,46,31,8,200,0
1892983,1040809,2618,13,1217.37,1832.6,1499.3286,17.5,46,12,30,950,2675,44,19,50,30,14,180,0
1890803,1042438,2619,13,1217.835,1833.3,1554.1146,17.5,48,21,20,950,2550,40,19,30,21,6,180,100
1887965,1044892,2621,13,1218.765,1834.7,1754.2353,17.5,16,14,20,830,2700,44,28,57,33,4,180,60
1915773,1015021,2481,2,905.565,1835.94,1232.5608,12.25,7,2,12.5,400,400,45,8,30,17,3,165,0
1890803,1042438,2623,13,1219.695,1836.1,1701.2778,17.5,4,3,21.5,950,2550,42,26,42,26,3,180,80
1893815,1040244,2624,13,1220.16,1836.8,1538.976,17.5,75,15,27.5,840,2775,35,20,30,21,4,175,421
1911340,1016947,1671,8,1503.9,1838.1,1706.4252,12.25,19,12,22.5,550,1025,67,47,160,88,3,180,64
1890803,1042438,2626,13,1221.09,1838.2,1811.94,16.75,3,7,15,900,2475,43,30,49,31,4,100,100
1907900,1028999,2707,1,1172.131,1840.76,1494.264,17.5,167,24,25,970,2350,34,17,28,19,5,90,0
1900266,1034376,2630,13,1222.95,1841,1596.936,17.5,44,21,30,850,2850,40,22,40,26,3,180,90
1927084,1012494,2363,10,1098.795,1843.14,1548.9465,17.5,28,9,27.5,800,2025,39,23,45,28,5,170,0
1901265,1032792,2636,13,1225.74,1845.2,1782.4632,17.5,57,24,30,860,2610,40,23,64,36,4,180,120
1897145,1037320,2637,13,1226.205,1845.9,1582.9911,17.5,87,24,27.5,920,2625,38,22,39,27,10,180,150
1887965,1044892,2638,13,1226.67,1846.6,1765.6134,17.5,17,17,20,830,2700,45,28,63,37,4,180,0
1914180,1020592,2638,13,1226.67,1846.6,1456.176,17.5,24,20,10,900,2825,36,16,30,21,6,180,48
1898058,1036646,2638,13,1226.67,1846.6,1838.4222,17.5,68,23,25,800,2825,41,23,45,27,5,180,100
1906000,1029100,2639,13,1227.135,1847.3,1857.3282,17.5,28,22,22.5,820,2800,48,0,81,47,4,180,36
1892983,1040809,2643,13,1228.995,1850.1,1513.6461,17.5,25,17,32.5,950,2775,42,20,47,28,11,180,0
1928249,1011699,2375,10,1104.375,1852.5,1605.975,17.5,29,24,27.5,780,2725,45,27,45,30,8,190,12
1899352,1035235,2647,13,1230.855,1852.9,1771.6371,17.5,29,22,47.5,800,2800,42,26,37,25,11,90,196
1920957,1012336,2504,2,913.96,1852.96,1278.5424,12.25,66,24,15,600,1530,55,19,76,43,7,180,0
1893400,1039902,2650,13,1232.25,1855,1535.94,17.5,96,24,25,900,1375,39,15,39,24,6,180,65
1887965,1044892,2652,13,1233.18,1856.4,1811.5812,17.5,14,18,20,810,2800,46,29,68,40,4,180,135
1927084,1012494,2382,10,1107.63,1857.96,1561.401,17.5,19,10,27.5,800,2025,39,23,45,28,5,170,0
1915773,1015021,2511,2,916.515,1858.14,1247.4648,12.25,3,2,10,300,200,44,8,30,17,3,100,0
1891966,1041428,2655,13,1234.575,1858.5,1685.394,17.5,62.5,15,27.5,900,2725,43,24,50,29,6,180,0
1898058,1036646,2656,13,1235.04,1859.2,1887.6192,17.5,18,15.5,20,780,2850,42,24,45,27,4,180,100
1900266,1034376,2656,13,1235.04,1859.2,1612.7232,17.5,26,22,30,850,2850,42,22,84,52,12,180,180
1928249,1011699,2385,10,1109.025,1860.3,1612.737,17.5,10,8,27.5,780,2725,45,27,47,31,8,190,45
1910007,1024955,2658,13,1235.97,1860.6,1558.917,17.5,60,23,35,800,2825,42,19,36,24,8,190,0
1934676,1008730,1692,7,1522.8,1861.2,1739.5452,12.25,124,23,22.5,600,2775,59,48,186,103,5,180,140
1887965,1044892,2661,13,1237.365,1862.7,1836.09,17.5,9,11,20,810,2800,48,30,73,42,4,180,180
1890803,1042438,2661,13,1237.365,1862.7,1836.09,17.5,34.5,14,20,800,2735,44,28,56,36,5,125,192
1906000,1029100,2662,13,1237.83,1863.4,1910.2512,17.5,23,24,25,820,2800,49,0,77,45,4,180,24
1928249,1011699,2397,10,1114.605,1869.66,1620.8514,17.5,12,21,27.5,750,2875,45,27,49,32,7,160,120
1887285,1045213,2672,13,1242.48,1870.4,1806.8064,17.5,30,16,27.5,810,2880,45,24,73,43,5,180,200
1928249,1011699,2399,10,1115.535,1871.22,1622.2038,17.5,2,8,27.5,750,2875,45,27,51,33,7,190,60
1891596,1042164,2677,13,1244.805,1873.9,1551.5892,17.5,83,18,25,940,2750,41,18,39,27,11,185,0
1901265,1032792,2678,13,1245.27,1874.6,1810.8636,17.5,42,24,30,860,2610,42,23,59,34,3,180,95
1899352,1035235,2678,13,1245.27,1874.6,1829.3418,17.5,31,24,42.5,800,2800,43,28,37,25,11,90,182
1897071,1038001,2679,13,1245.735,1875.3,2125.7865,8.5,37,5,12.5,380,2000,50,33,108,61,3,135,5
1910415,1017902,1705,8,1534.5,1875.5,1717.617,12.25,95,24,20,580,2300,63,45,138,80,3,90,250
1906000,1029100,2680,13,1246.2,1876,1923.168,17.5,18,18,25,820,2800,49,0,77,45,4,180,90
1900266,1034376,2682,13,1247.13,1877.4,1628.5104,17.5,26,22.5,30,850,2850,42,22,55,35,12,180,240
1906000,1029100,2684,13,1248.06,1878.8,1926.0384,17.5,4,3,25,820,2800,58,0,68,40,5,180,0
1887146,1046045,2688,13,1249.92,1881.6,1632.1536,17.5,74,23,17.5,850,2775,41,21,38,24,9,175,0
1887965,1044892,2688,13,1249.92,1881.6,1854.72,17.5,27,20,20,810,2800,46,30,71,41,4,180,120
1915773,1015021,2544,2,928.56,1882.56,1246.3056,12.25,33,13,12.5,250,355,44,8,30,17,3,105,0
1892983,1040809,2690,13,1250.85,1883,1540.563,17.5,47,23,32.5,950,2775,41,20,53,32,12,180,0
1928249,1011699,2421,10,1125.765,1888.38,1687.1949,17.5,22,18,22.5,760,2875,46,28,56,36,8,190,75
1900266,1034376,2705,13,1257.825,1893.5,1642.476,17.5,23,21.5,30,850,2850,42,22,50,30,6,180,144
1887285,1045213,2705,13,1257.825,1893.5,1829.121,17.5,33,23,27.5,810,2890,45,24,65,37,5,180,150
1897145,1037320,2706,13,1258.29,1894.2,1624.4118,17.5,69,22,27.5,920,2725,38,22,37,26,8,180,75
1901861,1028091,1722,9,1549.8,1894.2,1699.0974,12.25,13,18,22.5,530,2675,64,44,113,68,4,90,0
1899352,1035235,2708,13,1259.22,1895.6,1849.8348,17.5,30,23,42.5,780,2800,43,28,41,28,14,90,182
1893815,1040244,2709,13,1259.685,1896.3,1607.5206,17.5,85,17,27.5,840,2775,36,20,29,20,4,175,501
1906000,1029100,2710,13,1260.15,1897,1925.997,17.5,26,23,25,800,2800,57,0,50,40,5,180,36
1920957,1012336,2564,2,935.86,1897.36,1309.1784,12.25,60,24,20,600,1530,52,19,57,34,7,180,0
1890803,1042438,2714,13,1262.01,1899.8,1872.66,17.5,53,20,25,800,2735,45,28,55,35,5,170,160
1936056,1006641,1728,7,1555.2,1900.8,1895.7888,12.25,75,23,20,500,1925,64,61,254,140,5,190,180
1898058,1036646,2719,13,1264.335,1903.3,1932.3933,17.5,63,22,20,780,2850,43,24,63,37,5,180,80
1891966,1041428,2720,13,1264.8,1904,1745.424,17.5,65,23,27.5,900,2725,43,24,48,28,5,180,0
1887965,1044892,2720,13,1264.8,1904,1876.8,17.5,32,23,20,800,2800,46,30,66,38,4,180,120
1906000,1029100,2721,13,1265.265,1904.7,1933.8147,17.5,11,12,25,800,2800,57,0,68,40,5,180,50
1887965,1044892,2723.6,13,1266.474,1906.52,1879.284,17.5,3.6,4,20,800,2800,46,30,65,37,3,180,50
1904100,1025650,1736,9,1562.4,1909.6,1736.868,12.25,76,18,20,550,2765,57,43,132,76,4,175,105
1900266,1034376,2732,13,1270.38,1912.4,1734.2736,17.5,27,14.5,30,850,2840,44,24,62,35,4,180,36
1899352,1035235,2737,13,1272.705,1915.9,1869.6447,17.5,29,22,42.5,780,2800,43,28,44,30,13,90,130
1893888,1036902,2457,10,1142.505,1916.46,1305.4041,17.5,49,14,30,930,2600,31,13,23,18,11,180,210
1887965,1044892,2739,13,1273.635,1917.3,1946.6073,17.5,15.4,23,17.5,800,2800,46,35,66,37,3,180,45
1887285,1045213,2739,13,1273.635,1917.3,1814.3136,17.5,34,22,27.5,830,2890,40,24,62,35,4,180,120
1913770,1018319,2595,2,947.175,1920.3,1253.385,8.375,5,1,7.5,200,100,28,5,5,3,1,75,0
1915773,1015021,2595,2,947.175,1920.3,1271.2905,12.25,51,22,12.5,230,295,44,10,53,32,4,105,0
1891966,1041428,2744,13,1275.96,1920.8,1760.8248,17.5,24,8,27.5,900,2725,43,24,46,27,5,180,0
1891596,1042164,2747,13,1277.355,1922.9,1705.887,17.5,70,17,25,920,2800,41,19,38,27,13,185,150
1906000,1029100,2748,13,1277.82,1923.6,1953.0036,17.5,27,23,25,790,2800,52,0,79,46,5,180,36
1915773,1015021,2601,2,949.365,1924.74,1274.2299,12.25,6,4,12.5,230,295,42,11,53,32,4,105,0
1887146,1046045,2750,13,1278.75,1925,1745.7,17.5,62,22,22.5,850,2800,42,21,47,30,9,175,0
1911340,1016947,1750,7,1575,1925,1787.1,12.25,79,22,22.5,550,1050,68,47,164,90,2,180,64
1934676,1008730,1751,7,1575.9,1926.1,1800.2031,12.25,59,11,22.5,600,2775,60,48,182,102,5,180,165
1890803,1042438,2753,13,1280.145,1927.1,1899.57,17.5,39,17,25,800,2765,46,28,53,34,4,170,110
1887965,1044892,2756,13,1281.54,1929.2,1958.6892,17.5,17,24,17.5,770,2900,49,35,63,36,4,180,45
1932633,1009220,1758,8,1582.2,1933.8,1801.3347,12.25,112,23,22.5,610,1400,58,48,155,88,6,100,200
1898058,1036646,2767,13,1286.655,1936.9,1966.5069,17.5,48,23,22.5,750,2825,45,24,65,38,5,170,40
1915773,1015021,2620,2,956.3,1938.8,1283.538,12.25,16,13,17.5,280,310,41,8,34,21,3,105,0
1907900,1028999,2770,13,1288.05,1939,1586.379,17.5,63,9,25,970,2350,35,19,31,21,6,90,0
1908883,1022901,2623,2,957.395,1941.02,1203.56355,8.5,61,17,12.5,300,410,30,4,14,10,3,80,0
1931442,1006121,2490,10,1157.85,1942.2,1408.842,17.5,66,12,17.5,910,2775,39,16,43,28,8,195,160
1920957,1012336,2625,2,958.125,1942.5,1295.04375,12.25,61,16,20,600,1530,48,17,52,30,6,180,0
1887285,1045213,2776,13,1290.84,1943.2,1838.8224,17.5,37,20.5,30,830,2890,40,24,54,30,2,180,200
1891596,1042164,2776.5,13,1291.0725,1943.55,1628.41725,17.5,29.5,8,25,920,2800,42,19,31,22,4,185,0
1887965,1044892,2777,13,1291.305,1943.9,1973.6139,17.5,21,22,17.5,770,2900,50,35,66,39,5,180,45
1893888,1036902,2493,10,1159.245,1944.54,1324.5309,17.5,13,6,30,870,2825,33,13,25,19,11,165,50
1915773,1015021,2628,2,959.22,1944.72,1287.4572,12.25,8,3,7.5,280,390,33,7,15,11,3,90,0
1891596,1042164,2780,13,1292.7,1946,1611.288,17.5,3.5,6,27.5,880,1940,38,18,33,20,3,170,0
1891596,1042164,2782,13,1293.63,1947.4,1612.4472,17.5,2,3,27.5,800,1900,37,18,46,30,4,165,900
1915773,1015021,2640,2,963.6,1953.6,1293.336,12.25,12,8,7.5,280,390,36,12,21,16,3,90,0
1887146,1046045,2792,13,1298.28,1954.4,1772.3616,17.5,42,17,22.5,820,2825,41,22,46,29,10,175,0
1900008,1033297,2507,10,1165.755,1955.46,1522.2504,17.5,59,22,17.5,850,2725,40,22,39,27,6,90,0
1891596,1042164,2794,13,1299.21,1955.8,1638.681,17.5,12,24,27.5,800,1850,36,19,36,23,3,165,0
1897071,1038001,2795,13,1299.675,1956.5,2217.8325,8.5,116,22,12.5,400,2000,48,33,100,56,2,135,0
1891596,1042164,2796.5,13,1300.3725,1957.55,1640.14725,17.5,2.5,8,27.5,800,1825,36,19,38,24,3,165,0
1887965,1044892,2799,13,1301.535,1959.3,1989.2493,17.5,22,24,17.5,770,2900,49,35,65,39,5,180,45
1908883,1022901,2650,2,967.25,1961,1215.9525,8.5,27,11,12.5,300,410,30,4,14,10,3,75,0
1915773,1015021,2660,2,970.9,1968.4,1303.134,12.25,20,6,5,243,450,34,10,34,27,21,115,0
1913770,1018319,2660,2,970.9,1968.4,1248.072,8.375,65,16,5,200,100,30,5,9,6,4,75,0
1887285,1045213,2820,13,1311.3,1974,1848.51,17.5,44,20.5,27.5,820,2890,41,24,51,28,2,180,200
1893525,1037863,2535,10,1178.775,1977.3,1346.8455,17.5,88,22,37.5,970,2640,33,11,21,18,10,180,395
1887146,1046045,2825,13,1313.625,1977.5,1793.31,17.5,33,17,22.5,820,2825,42,22,49,31,10,185,0
1936056,1006641,1798,7,1618.2,1977.8,1966.3827,12.25,70,23,22.5,500,2175,71,61,265,147,5,190,183
1910415,1017902,1802,7,1621.8,1982.2,1815.3348,12.25,97,16,12.5,580,2380,65,45,146,85,3,180,202
1913770,1018319,2683,2,979.295,1985.42,1258.8636,8.375,23,6,5,200,100,30,5,14,9,4,75,0
1894441,1038408,2548,10,1184.82,1987.44,1687.7952,17.5,11.5,10,22.5,870,2800,41,23,63,38,3,180,0
1910415,1017902,1809,7,1628.1,1989.9,1822.3866,12.25,7,5,12.5,580,2500,66,46,148,86,3,180,93
1893525,1037863,2552,10,1186.68,1990.56,1355.8776,17.5,17,5,37.5,970,2690,33,11,24,20,11,180,28
1901163,1028822,1810,9,1629,1991,1773.438,12.25,35,14,22.5,650,2775,67,44,176,99,4,185,0
1900008,1033297,2554,10,1187.61,1992.12,1691.7696,17.5,47,18,17.5,850,2725,41,27,41,28,6,90,0
1913770,1018319,2693,2,982.945,1992.82,1226.3922,8.375,10,5,12.5,150,100,42,12,41,23,4,55,0
1907900,1028999,2849,13,1324.785,1994.3,1690.5966,17.5,79,16,22.5,970,2550,36,22,32,21,6,175,250
1901861,1028091,1817,9,1635.3,1998.7,1792.8339,12.25,69,23,20,640,2725,68,44,110,68,6,180,240
1913770,1018319,2703,2,986.595,2000.22,1230.9462,8.375,10,3,17.5,190,250,27,5,3,2,1,95,0
1915773,1015021,1820.5,9,1638.45,2002.55,1444.56675,17.5,1.5,8,17.5,650,1900,42,31,51,30,3,125,0
1915773,1015021,1823,9,1640.7,2005.3,1446.5505,17.5,2.5,8,20,650,1950,40,31,59,33,3,125,0
1900008,1033297,2573,10,1196.445,2006.94,1828.6311,17.5,19,10,17.5,850,2725,44,29,36,25,5,90,0
1904100,1025650,1825,8,1642.5,2007.5,1851.0975,12.25,89,17,20,550,2765,58,45,170,96,5,175,120
1915773,1015021,2714,2,990.61,2008.36,1329.5886,12.25,54,16,15,225,280,50,12,77,47,7,120,0
1915773,1015021,1827.5,9,1644.75,2010.25,1450.12125,17.5,4.5,8,3.5,635,1000,41,31,54,31,3,115,0
1915773,1015021,1829.5,9,1646.55,2012.45,1451.70825,17.5,2,3,15,680,2150,42,31,52,30,3,115,0
1911340,1016947,1830,7,1647,2013,1868.796,12.25,80,24,17.5,480,875,66,47,169,93,2,180,64
1894441,1038408,2581,10,1200.165,2013.18,1709.6544,17.5,33,24,22.5,870,2850,41,23,70,42,4,180,50
1915773,1015021,1830.5,9,1647.45,2013.55,1452.50175,17.5,1,4,15,680,2200,41,31,50,29,3,85,20
1915773,1015021,1831,9,1647.9,2014.1,1452.8985,17.5,0.5,4,15,680,2200,41,31,50,29,3,105,20
1932633,1009220,1831,8,1647.9,2014.1,1876.13415,12.25,73,15,17.5,610,1400,68,48,170,98,7,190,200
1913770,1018319,2723,2,993.895,2015.02,1211.87115,8.375,20,7,10,200,225,46,12,45,26,4,100,0
1915773,1015021,2725,2,994.625,2016.5,1334.9775,12.25,11,5,15,225,350,50,12,77,47,7,120,0
1931442,1006121,2589,10,1203.885,2019.42,1625.6331,17.5,13,5,17.5,910,2775,42,22,41,26,8,195,0
1915773,1015021,1838,9,1654.2,2021.8,1458.453,17.5,7,14,22.5,770,2020,42,31,52,30,3,175,48
1921175,1013094,2734,2,997.91,2023.16,1358.2512,12.25,66,14,17.5,630,1525,44,16,47,27,3,180,12
1915773,1015021,1843,9,1658.7,2027.3,1462.4205,17.5,5,5,22.5,770,2020,42,31,52,30,3,175,40
1936056,1006641,1848,7,1663.2,2032.8,2014.6896,12.25,50,19,22.5,500,2125,70,60,259,144,5,190,250
1894441,1038408,2607,10,1212.255,2033.46,1726.8768,17.5,26,20,27.5,870,2850,43,23,73,44,4,180,180
1911340,1016947,1854,7,1668.6,2039.4,1893.3048,12.25,24,12,19,480,1830,76,47,184,102,3,180,60
1891823,1039898,2617,10,1216.905,2041.26,1769.6154,17.5,28,22,27.5,820,2900,44,24,57,34,5,180,0
1897139,1036391,2618,10,1217.37,2042.04,1842.5484,17.5,58,23,32.5,780,2800,50,25,85,50,4,180,240
1915773,1015021,2762,2,1008.13,2043.88,1353.1038,12.25,37,22,17.5,225,365,54,12,76,47,7,120,0
1932633,1009220,1860,8,1674,2046,1918.683,12.25,29,7,17.5,610,1400,75,48,193,110,10,190,450
1894441,1038408,2627,10,1221.555,2049.06,1740.1248,17.5,20,14,22.5,870,2850,44,23,74,45,4,180,36
1894441,1038408,2632,10,1223.88,2052.96,1761.5976,17.5,5,5,25,850,2850,43,24,70,42,4,180,0
1915773,1015021,2775,2,1012.875,2053.5,1359.4725,12.25,13,11,17.5,225,365,48,10,74,44,6,120,0
1907900,1028999,2934,13,1364.31,2053.8,1741.0356,17.5,85,21,22.5,920,2400,37,22,34,22,6,175,150
1904100,1025650,1872,8,1684.8,2059.2,1911.6864,12.25,47,16,22.5,540,2780,62,45,170,96,5,180,75
1915773,1015021,1872,9,1684.8,2059.2,1485.432,17.5,29,16,22.5,800,2035,42,30,52,30,3,175,110
1898014,1035395,2641,10,1228.065,2059.98,1858.7358,17.5,49,21,20,830,2825,43,27,65,40,5,180,60
1915773,1015021,2784,2,1016.16,2060.16,1363.8816,12.25,9,4,12.5,225,365,60,10,82,47,5,120,0
1915773,1015021,2785,2,1016.525,2060.9,1364.3715,12.25,1,2,12.5,225,365,60,10,82,46,4,70,0
1894441,1038408,2648.5,10,1231.5525,2065.83,1772.64105,17.5,16.5,12,25,850,2850,44,24,67,40,4,180,0
1891823,1039898,2652,10,1233.18,2068.56,1793.2824,17.5,35,22.5,27.5,820,2900,47,24,60,36,5,180,0
1894441,1038408,2653,10,1233.645,2069.34,2471.2695,12.25,4.5,14,22.5,450,2550,55,41,108,60,3,75,0
1915773,1015021,2797,2,1020.905,2069.78,1370.2503,12.25,12,14,12.5,225,365,62,12,80,45,4,70,0
1897139,1036391,2658,10,1235.97,2073.24,1870.7004,17.5,40,18,32.5,770,2800,50,25,93,55,5,180,150
1901861,1028091,1886,9,1697.4,2074.6,1860.9162,12.25,69,23,20,640,2725,68,44,113,70,8,180,230
